City,Date,NO2,CO,SO2
Thiruvananthapuram,2020-01-29,26.53,1.13,9.48
Thiruvananthapuram,2020-01-30,20.44,1.07,9.09
Thiruvananthapuram,2020-01-31,23.19,1.05,8.28
Thiruvananthapuram,2020-02-01,18.95,0.92,7.65
Thiruvananthapuram,2020-02-02,16.57,0.83,7.72
Thiruvananthapuram,2020-02-03,24.45,1.04,7.37
Thiruvananthapuram,2020-02-04,20.46,0.88,9.16
Thiruvananthapuram,2020-02-05,19.56,1,8.28
Thiruvananthapuram,2020-02-06,17.95,0.87,8.51
Thiruvananthapuram,2020-02-07,16.95,0.92,9.66
Thiruvananthapuram,2020-02-08,17.99,0.98,10.1
Thiruvananthapuram,2020-02-09,18.42,0.95,10.59
Thiruvananthapuram,2020-02-10,23.62,1.29,10.76
Thiruvananthapuram,2020-02-11,23.63,1.02,11.91
Thiruvananthapuram,2020-02-12,22.49,1.09,10.17
Thiruvananthapuram,2020-02-13,21.5,1.15,8.53
Thiruvananthapuram,2020-02-14,22.65,0.87,5.63
Thiruvananthapuram,2020-02-15,20.72,0.86,4.36
Thiruvananthapuram,2020-02-16,17.85,1.02,8.11
Thiruvananthapuram,2020-02-17,23.93,0.95,5.11
Thiruvananthapuram,2020-02-18,23.28,0.73,5.63
Thiruvananthapuram,2020-02-19,25.06,0.66,6.48
Thiruvananthapuram,2020-02-20,27.54,0.82,6.87
Thiruvananthapuram,2020-02-21,25.97,0.79,7.58
Thiruvananthapuram,2020-02-22,26.83,1.01,6.61
Thiruvananthapuram,2020-02-23,22.12,0.75,5.49
Thiruvananthapuram,2020-02-24,25.2,0.99,5.74
Thiruvananthapuram,2020-02-25,27.32,1.02,6.29
Thiruvananthapuram,2020-02-26,24.06,1.03,5.08
Thiruvananthapuram,2020-02-27,24.81,1.1,6.73
Thiruvananthapuram,2020-02-28,28.39,1.29,5.78
Thiruvananthapuram,2020-02-29,24.9,1.07,6.48
Thiruvananthapuram,2020-03-01,17.26,0.98,6.67
Thiruvananthapuram,2020-03-02,23.26,1.39,5.51
Thiruvananthapuram,2020-03-03,24.1,1.82,4.75
Thiruvananthapuram,2020-03-04,24.17,2.17,3.82
Thiruvananthapuram,2020-03-05,27.82,1.52,4.91
Thiruvananthapuram,2020-03-06,19.07,0.73,4.42
Thiruvananthapuram,2020-03-07,15.07,0.84,6.27
Thiruvananthapuram,2020-03-08,10.35,0.97,6.45
Thiruvananthapuram,2020-03-09,15.07,1.05,6.92
Thiruvananthapuram,2020-03-10,18.15,1.08,6.41
Thiruvananthapuram,2020-03-11,17.57,1.1,6.12
Thiruvananthapuram,2020-03-12,17.69,1.05,7.67
Thiruvananthapuram,2020-03-13,19.15,1.08,7.02
Thiruvananthapuram,2020-03-14,15.33,0.92,8.57
Thiruvananthapuram,2020-03-15,11.74,0.74,8.75
Thiruvananthapuram,2020-03-16,16.04,0.93,8.27
Thiruvananthapuram,2020-03-17,15.24,1.03,7.16
Thiruvananthapuram,2020-03-18,16.74,1.04,7.17
Thiruvananthapuram,2020-03-19,15.12,0.97,7.53
Thiruvananthapuram,2020-03-20,16.67,1.06,6.45
Thiruvananthapuram,2020-03-21,13.65,0.97,5.17
Thiruvananthapuram,2020-03-22,10.02,0.88,5.66
Thiruvananthapuram,2020-03-23,11.21,0.96,5.54
Thiruvananthapuram,2020-03-24,8.39,0.87,6.32
Thiruvananthapuram,2020-03-25,7.82,0.85,5.9
Thiruvananthapuram,2020-03-26,8.44,0.88,5.55
Thiruvananthapuram,2020-03-27,8.37,0.96,4.42
Thiruvananthapuram,2020-03-28,8.43,0.94,5.04
Thiruvananthapuram,2020-03-29,9.41,0.77,5.81
Thiruvananthapuram,2020-03-30,8.49,0.72,7.88
Thiruvananthapuram,2020-03-31,7.91,0.65,6.65
Thiruvananthapuram,2020-04-01,7.98,0.67,6.46
Thiruvananthapuram,2020-04-02,7.13,0.68,7.38
Thiruvananthapuram,2020-04-03,7.28,0.6,6.11
Thiruvananthapuram,2020-04-04,8.15,0.48,5.47
Thiruvananthapuram,2020-04-05,9.01,0.46,4.28
Thiruvananthapuram,2020-04-06,10.18,0.32,4.24
Thiruvananthapuram,2020-04-07,9.56,0.46,6
Thiruvananthapuram,2020-04-08,8.86,0.47,5.79
Thiruvananthapuram,2020-04-09,7.91,0.52,5.76
Thiruvananthapuram,2020-04-10,7.61,0.51,5.4
Thiruvananthapuram,2020-04-11,7.52,0.5,5.29
Thiruvananthapuram,2020-04-12,6.32,0.49,5.43
Thiruvananthapuram,2020-04-13,7.3,0.51,5.7
Thiruvananthapuram,2020-04-14,6.46,0.49,6.31
Thiruvananthapuram,2020-04-15,5.66,0.46,5.28
Thiruvananthapuram,2020-04-16,6.31,0.49,5.9
Thiruvananthapuram,2020-04-17,6.76,0.5,6.13
Thiruvananthapuram,2020-04-18,6.13,0.42,5.17
Thiruvananthapuram,2020-04-19,6.07,0.38,5.05
Thiruvananthapuram,2020-04-20,7.99,0.48,5.8
Thiruvananthapuram,2020-04-21,8.41,0.49,5.74
Thiruvananthapuram,2020-04-22,8.4,0.48,5.72
Thiruvananthapuram,2020-04-23,8.08,0.42,5.17
Thiruvananthapuram,2020-04-24,7.8,0.43,5.51
Thiruvananthapuram,2020-04-25,8.36,0.45,5.31
Thiruvananthapuram,2020-04-26,6.97,0.4,5.57
Thiruvananthapuram,2020-04-27,8.98,0.49,5.5
Thiruvananthapuram,2020-04-28,10.01,0.44,5.62
Thiruvananthapuram,2020-04-29,9.67,0.51,5.52
Thiruvananthapuram,2020-04-30,9.52,0.46,5.32
Thiruvananthapuram,2020-05-01,8.01,0.45,5.29
Thiruvananthapuram,2020-05-02,7.73,0.49,5.4
Thiruvananthapuram,2020-05-03,5.68,0.46,5.36
Thiruvananthapuram,2020-05-04,8.81,0.45,5.42
Thiruvananthapuram,2020-05-05,9.57,0.47,5.23
Thiruvananthapuram,2020-05-06,11.07,0.58,5.68
Thiruvananthapuram,2020-05-07,11.05,0.51,6.11
Thiruvananthapuram,2020-05-08,10.21,0.47,5.19
Thiruvananthapuram,2020-05-09,11.5,0.58,5.46
Thiruvananthapuram,2020-05-10,7.09,0.43,5.92
Thiruvananthapuram,2020-05-11,10.53,0.53,5.88
Thiruvananthapuram,2020-05-12,11.7,0.6,5.73
Thiruvananthapuram,2020-05-13,10.69,0.57,6.3
Thiruvananthapuram,2020-05-14,11,0.53,5.26
Thiruvananthapuram,2020-05-15,11.74,0.49,6.17
Thiruvananthapuram,2020-05-16,10.75,0.56,5.78
Thiruvananthapuram,2020-05-17,6.28,0.43,5.91
Thiruvananthapuram,2020-05-18,10.31,0.53,4.94
Thiruvananthapuram,2020-05-19,9.92,0.49,4.88
Thiruvananthapuram,2020-05-20,10.53,0.52,5.15
Thiruvananthapuram,2020-05-21,11.68,0.5,5.09
Thiruvananthapuram,2020-05-22,11.6,0.54,5.12
Thiruvananthapuram,2020-05-23,10.08,0.51,5.73
Thiruvananthapuram,2020-05-24,6.67,0.43,6.1
Thiruvananthapuram,2020-05-25,11.59,0.53,5.78
Thiruvananthapuram,2020-05-26,12.74,0.62,5.93
Thiruvananthapuram,2020-05-27,12.73,0.54,5.29
Thiruvananthapuram,2020-05-28,12.44,0.56,6.18
Thiruvananthapuram,2020-05-29,12.63,0.64,5.53
Thiruvananthapuram,2020-05-30,11.45,0.61,7.33
Thiruvananthapuram,2020-05-31,5.53,0.43,6.92
Thiruvananthapuram,2020-06-01,9.5,0.5,5.32
Thiruvananthapuram,2020-06-02,13.1,0.47,4.94
Thiruvananthapuram,2020-06-03,9.15,0.25,4.64
Thiruvananthapuram,2020-06-04,10.73,0.27,3.39
Thiruvananthapuram,2020-06-05,12.68,0.29,3.74
Thiruvananthapuram,2020-06-06,12.19,0.46,6.39
Thiruvananthapuram,2020-06-07,4.65,0.42,8.92
Thiruvananthapuram,2020-06-08,13.05,0.64,6.82
Thiruvananthapuram,2020-06-09,8.09,0.38,6.87
Thiruvananthapuram,2020-06-10,11.56,0.53,6.08
Thiruvananthapuram,2020-06-11,15.02,0.61,6.31
Thiruvananthapuram,2020-06-12,15.66,0.54,6.27
Thiruvananthapuram,2020-06-13,11.41,0.46,6.22
Thiruvananthapuram,2020-06-14,7.41,0.42,7.35
Thiruvananthapuram,2020-06-15,13.69,0.65,7.19
Thiruvananthapuram,2020-06-16,12.67,0.58,7.66
Thiruvananthapuram,2020-06-17,12.51,0.54,5.72
Thiruvananthapuram,2020-06-18,12.01,0.55,6.18
Thiruvananthapuram,2020-06-19,11.08,0.43,6.04
Thiruvananthapuram,2020-06-20,11.77,0.56,5.35
Thiruvananthapuram,2020-06-21,7.52,0.38,5.56
Thiruvananthapuram,2020-06-22,10.63,0.56,4.98
Thiruvananthapuram,2020-06-23,14.36,0.67,5.36
Thiruvananthapuram,2020-06-24,12.35,0.5,6.54
Thiruvananthapuram,2020-06-25,13.57,0.51,6.14
Thiruvananthapuram,2020-06-26,11.17,0.56,6.23
Thiruvananthapuram,2020-06-27,9.5,0.61,8.38
Thiruvananthapuram,2020-06-28,7.38,0.61,8.32
Thiruvananthapuram,2020-06-29,10.75,0.68,8.07
Thiruvananthapuram,2020-06-30,9.93,0.53,8.4
Thiruvananthapuram,2020-07-01,2.3,0.42,6.15
Visakhapatnam,2016-07-01,56.96,1,38.67
Visakhapatnam,2016-07-02,,,
Visakhapatnam,2016-07-03,,,
Visakhapatnam,2016-07-04,,,
Visakhapatnam,2016-07-05,25.08,0.66,20.08
Visakhapatnam,2016-07-06,44.73,0.99,9
Visakhapatnam,2016-07-07,44.35,0.84,5.07
Visakhapatnam,2016-07-08,52.89,1.07,6.57
Visakhapatnam,2016-07-09,45.37,1,8.79
Visakhapatnam,2016-07-10,36.51,0.88,9.97
Visakhapatnam,2016-07-11,39.01,0.89,9.72
Visakhapatnam,2016-07-12,42.76,1.09,8.99
Visakhapatnam,2016-07-13,48.4,1.07,9.33
Visakhapatnam,2016-07-14,49.9,1.09,9.28
Visakhapatnam,2016-07-15,49.19,1.02,6.74
Visakhapatnam,2016-07-16,47.01,1.1,4.76
Visakhapatnam,2016-07-17,48.83,1.1,7.73
Visakhapatnam,2016-07-18,49.36,1.09,11.05
Visakhapatnam,2016-07-19,65.03,1.9,11.57
Visakhapatnam,2016-07-20,37.86,0.95,19.13
Visakhapatnam,2016-07-21,13.46,0.7,11.33
Visakhapatnam,2016-07-22,56.24,1.19,23.29
Visakhapatnam,2016-07-23,37.5,0.78,18.54
Visakhapatnam,2016-07-24,60.35,1.2,32.99
Visakhapatnam,2016-07-25,37.72,0.79,25.13
Visakhapatnam,2016-07-26,58.13,1.34,31.7
Visakhapatnam,2016-07-27,43.69,0.94,35.21
Visakhapatnam,2016-07-28,31.72,0.98,28.09
Visakhapatnam,2016-07-29,29.87,1.11,31.45
Visakhapatnam,2016-07-30,30.77,0.89,26.82
Visakhapatnam,2016-07-31,37.52,1.15,30.72
Visakhapatnam,2016-08-01,34.3,1.05,38.43
Visakhapatnam,2016-08-02,29.24,0.94,46.26
Visakhapatnam,2016-08-03,29.85,1.04,29.69
Visakhapatnam,2016-08-04,31.32,1.1,26.89
Visakhapatnam,2016-08-05,34.95,1.25,32.89
Visakhapatnam,2016-08-06,33.23,1.17,32.63
Visakhapatnam,2016-08-07,31.69,0.96,34.28
Visakhapatnam,2016-08-08,34.63,1.07,27.96
Visakhapatnam,2016-08-09,43.12,1.25,44.65
Visakhapatnam,2016-08-10,33.73,1.09,37.9
Visakhapatnam,2016-08-11,29.54,0.64,35.36
Visakhapatnam,2016-08-12,53,0.62,47.11
Visakhapatnam,2016-08-13,41.82,1.18,31.44
Visakhapatnam,2016-08-14,34.82,1.02,35.15
Visakhapatnam,2016-08-15,35.64,1.07,35.46
Visakhapatnam,2016-08-16,39.56,1.15,26.2
Visakhapatnam,2016-08-17,38.75,1.03,32.12
Visakhapatnam,2016-08-18,38.95,1.1,39.42
Visakhapatnam,2016-08-19,38.88,1.11,39.92
Visakhapatnam,2016-08-20,33.98,1.02,35.43
Visakhapatnam,2016-08-21,33.87,0.98,31.97
Visakhapatnam,2016-08-22,36.96,1.17,37.63
Visakhapatnam,2016-08-23,33.61,0.87,37.4
Visakhapatnam,2016-08-24,38.65,0.86,38.41
Visakhapatnam,2016-08-25,35.76,0.79,28.78
Visakhapatnam,2016-08-26,28.77,0.64,30.59
Visakhapatnam,2016-08-27,23.5,0.39,28.17
Visakhapatnam,2016-08-28,12.87,0.43,11.18
Visakhapatnam,2016-08-29,12.77,0.41,11.8
Visakhapatnam,2016-08-30,12.97,0.47,12.63
Visakhapatnam,2016-08-31,27.72,0.6,27.67
Visakhapatnam,2016-09-01,38.84,0.8,37.97
Visakhapatnam,2016-09-02,30.88,0.64,36.41
Visakhapatnam,2016-09-03,32.96,0.79,27
Visakhapatnam,2016-09-04,26.57,0.46,21.12
Visakhapatnam,2016-09-05,32.96,0.66,25.75
Visakhapatnam,2016-09-06,35.13,0.79,28.26
Visakhapatnam,2016-09-07,37.04,0.66,24.68
Visakhapatnam,2016-09-08,42.25,0.7,31.11
Visakhapatnam,2016-09-09,36.83,0.69,34.53
Visakhapatnam,2016-09-10,41.67,1.06,30.31
Visakhapatnam,2016-09-11,39.21,0.87,30.83
Visakhapatnam,2016-09-12,33.77,0.71,31.09
Visakhapatnam,2016-09-13,28.03,0.59,18.84
Visakhapatnam,2016-09-14,23.62,0.73,15.97
Visakhapatnam,2016-09-15,14.2,0.51,12.08
Visakhapatnam,2016-09-16,25.39,0.58,20.6
Visakhapatnam,2016-09-17,36.89,0.78,35.63
Visakhapatnam,2016-09-18,36.34,0.66,41.44
Visakhapatnam,2016-09-19,39.78,0.58,25.49
Visakhapatnam,2016-09-20,14.08,0.6,10.69
Visakhapatnam,2016-09-21,14.05,0.4,10.11
Visakhapatnam,2016-09-22,8.62,0.42,15.35
Visakhapatnam,2016-09-23,20.31,0.94,15.79
Visakhapatnam,2016-09-24,35.71,1.27,19.36
Visakhapatnam,2016-09-25,26.18,1.02,15.03
Visakhapatnam,2016-09-26,36.36,1.3,19
Visakhapatnam,2016-09-27,56.17,1.91,20.52
Visakhapatnam,2016-09-28,45.89,1.44,11.11
Visakhapatnam,2016-09-29,44.06,1.28,18.29
Visakhapatnam,2016-09-30,50.32,1.3,22.54
Visakhapatnam,2016-10-01,38.29,1.01,16.68
Visakhapatnam,2016-10-02,43.55,1.18,16.61
Visakhapatnam,2016-10-03,43.26,0.82,29
Visakhapatnam,2016-10-04,45.35,1.03,24.17
Visakhapatnam,2016-10-05,44.43,1.03,25.07
Visakhapatnam,2016-10-06,41.1,0.97,17.9
Visakhapatnam,2016-10-07,42.34,0.76,13.62
Visakhapatnam,2016-10-08,50.06,1.23,20.11
Visakhapatnam,2016-10-09,42.1,0.82,19.9
Visakhapatnam,2016-10-10,40.62,1.06,22.14
Visakhapatnam,2016-10-11,30.35,1.15,11.31
Visakhapatnam,2016-10-12,,,
Visakhapatnam,2016-10-13,39.39,0.84,13.92
Visakhapatnam,2016-10-14,88.72,1.34,17.6
Visakhapatnam,2016-10-15,,,
Visakhapatnam,2016-10-16,,,
Visakhapatnam,2016-10-17,39.92,0.89,13.44
Visakhapatnam,2016-10-18,45.39,1.1,14.24
Visakhapatnam,2016-10-19,50.18,1.04,12.48
Visakhapatnam,2016-10-20,56.35,1.13,15.17
Visakhapatnam,2016-10-21,60.75,1.23,13.5
Visakhapatnam,2016-10-22,68.56,1.34,18.09
Visakhapatnam,2016-10-23,67.64,1.19,26.49
Visakhapatnam,2016-10-24,83.01,1.5,33.28
Visakhapatnam,2016-10-25,62.1,1.29,22.65
Visakhapatnam,2016-10-26,67.62,1.21,15.88
Visakhapatnam,2016-10-27,26.48,0.8,12.67
Visakhapatnam,2016-10-28,32.65,1.01,6.99
Visakhapatnam,2016-10-29,25,0.86,7.73
Visakhapatnam,2016-10-30,24.3,0.79,14.42
Visakhapatnam,2016-10-31,29.01,0.97,10.38
Visakhapatnam,2016-11-01,43.66,1.06,11.89
Visakhapatnam,2016-11-02,19.09,0.77,7.61
Visakhapatnam,2016-11-03,18.55,0.77,9.45
Visakhapatnam,2016-11-04,17.48,0.67,5.62
Visakhapatnam,2016-11-05,21.59,0.71,8.4
Visakhapatnam,2016-11-06,45.09,1.05,14.04
Visakhapatnam,2016-11-07,54.12,1.21,12.59
Visakhapatnam,2016-11-08,70.94,1.46,18.95
Visakhapatnam,2016-11-09,71.81,1.61,26.27
Visakhapatnam,2016-11-10,51.12,1.81,32.42
Visakhapatnam,2016-11-11,61.14,1.64,19.71
Visakhapatnam,2016-11-12,60.94,1.62,19.54
Visakhapatnam,2016-11-13,28.57,1.2,8.27
Visakhapatnam,2016-11-14,26.66,1.15,9.79
Visakhapatnam,2016-11-15,26.07,1.13,8.59
Visakhapatnam,2016-11-16,23.94,1.18,10.66
Visakhapatnam,2016-11-17,31.02,1.14,12.94
Visakhapatnam,2016-11-18,33.96,1.11,12.68
Visakhapatnam,2016-11-19,61.25,1.45,17.52
Visakhapatnam,2016-11-20,63.11,1.53,16.82
Visakhapatnam,2016-11-21,68.27,1.59,18.76
Visakhapatnam,2016-11-22,72.33,1.74,22
Visakhapatnam,2016-11-23,71.71,1.71,22.92
Visakhapatnam,2016-11-24,81.21,1.6,25.38
Visakhapatnam,2016-11-25,85.44,1.64,25.54
Visakhapatnam,2016-11-26,80.13,1.68,40.55
Visakhapatnam,2016-11-27,69.96,1.58,20.38
Visakhapatnam,2016-11-28,63.18,1.55,23.3
Visakhapatnam,2016-11-29,68.05,1.64,24.5
Visakhapatnam,2016-11-30,71.79,1.53,21.3
Visakhapatnam,2016-12-01,25.19,1,11.07
Visakhapatnam,2016-12-02,30.56,0.99,6.67
Visakhapatnam,2016-12-03,26.56,0.94,8
Visakhapatnam,2016-12-04,24.96,0.98,6.34
Visakhapatnam,2016-12-05,30.06,1.06,8.32
Visakhapatnam,2016-12-06,28.66,1,10.04
Visakhapatnam,2016-12-07,36.44,1.04,27.9
Visakhapatnam,2016-12-08,58.46,1.49,34.58
Visakhapatnam,2016-12-09,57.17,1.41,37.75
Visakhapatnam,2016-12-10,36.03,1.19,35.72
Visakhapatnam,2016-12-11,20.92,1.02,33.88
Visakhapatnam,2016-12-12,18.21,0.96,34.07
Visakhapatnam,2016-12-13,18.08,0.96,32.54
Visakhapatnam,2016-12-14,22.56,1.15,31.35
Visakhapatnam,2016-12-15,30.64,1.18,31.52
Visakhapatnam,2016-12-16,46.05,1.14,32.89
Visakhapatnam,2016-12-17,65.42,1.49,31.48
Visakhapatnam,2016-12-18,67.64,1.48,18.63
Visakhapatnam,2016-12-19,74.72,1.55,18.98
Visakhapatnam,2016-12-20,77.27,1.53,19.86
Visakhapatnam,2016-12-21,77.15,1.82,23.87
Visakhapatnam,2016-12-22,77.47,1.84,21.77
Visakhapatnam,2016-12-23,71.11,1.67,20.15
Visakhapatnam,2016-12-24,48.03,1.48,18.57
Visakhapatnam,2016-12-25,64.9,1.63,14.27
Visakhapatnam,2016-12-26,40.06,1.38,12.02
Visakhapatnam,2016-12-27,53.96,1.55,12.91
Visakhapatnam,2016-12-28,41.25,1.52,11
Visakhapatnam,2016-12-29,57.45,1.69,8.02
Visakhapatnam,2016-12-30,53.1,1.67,5.13
Visakhapatnam,2016-12-31,55.17,1.57,6.8
Visakhapatnam,2017-01-01,38.43,1.38,1.44
Visakhapatnam,2017-01-02,33.05,1.1,1.23
Visakhapatnam,2017-01-03,42.11,1.32,6.48
Visakhapatnam,2017-01-04,46.67,1.39,4.81
Visakhapatnam,2017-01-05,29.76,1.27,5.03
Visakhapatnam,2017-01-06,39.5,1.22,7.2
Visakhapatnam,2017-01-07,59.46,1.41,6.3
Visakhapatnam,2017-01-08,51.83,1.35,3.42
Visakhapatnam,2017-01-09,60.14,1.46,6.48
Visakhapatnam,2017-01-10,63.83,1.5,13.46
Visakhapatnam,2017-01-11,52.63,1.36,16.88
Visakhapatnam,2017-01-12,41.29,1.28,7.78
Visakhapatnam,2017-01-13,28.97,1.21,4.35
Visakhapatnam,2017-01-14,18.95,0.95,3.3
Visakhapatnam,2017-01-15,23.54,0.98,4.77
Visakhapatnam,2017-01-16,57.83,1.42,8.65
Visakhapatnam,2017-01-17,68.69,1.54,18.4
Visakhapatnam,2017-01-18,70.47,1.48,15.37
Visakhapatnam,2017-01-19,30.17,1.1,5.99
Visakhapatnam,2017-01-20,29.97,1.11,4.71
Visakhapatnam,2017-01-21,33.64,1.21,12.21
Visakhapatnam,2017-01-22,33.51,1.18,3.76
Visakhapatnam,2017-01-23,51.04,1.26,8.36
Visakhapatnam,2017-01-24,56.26,1.31,6.47
Visakhapatnam,2017-01-25,30,1.05,7.12
Visakhapatnam,2017-01-26,25.96,1.12,4.77
Visakhapatnam,2017-01-27,36.01,1.26,6.49
Visakhapatnam,2017-01-28,46.57,1.57,19.63
Visakhapatnam,2017-01-29,23.93,0.84,9.77
Visakhapatnam,2017-01-30,26.01,1.3,10.28
Visakhapatnam,2017-01-31,40.05,1.26,11.5
Visakhapatnam,2017-02-01,41.89,1.36,9.69
Visakhapatnam,2017-02-02,30.29,0.77,7.15
Visakhapatnam,2017-02-03,45.33,1.42,10.41
Visakhapatnam,2017-02-04,44.16,1.87,20.63
Visakhapatnam,2017-02-05,53.95,1.09,17.72
Visakhapatnam,2017-02-06,50.7,1.31,11.52
Visakhapatnam,2017-02-07,41.98,0.95,14.14
Visakhapatnam,2017-02-08,54.72,1.07,17.66
Visakhapatnam,2017-02-09,51.15,1.1,14.45
Visakhapatnam,2017-02-10,50.13,0.95,10.94
Visakhapatnam,2017-02-11,38.14,0.81,8.28
Visakhapatnam,2017-02-12,24.89,0.68,3.41
Visakhapatnam,2017-02-13,29.69,0.74,5.12
Visakhapatnam,2017-02-14,31.76,1.3,4.77
Visakhapatnam,2017-02-15,51.11,1.57,10.04
Visakhapatnam,2017-02-16,67.56,1.74,31.92
Visakhapatnam,2017-02-17,51.53,1.5,14.76
Visakhapatnam,2017-02-18,50.92,1.48,15.12
Visakhapatnam,2017-02-19,41.19,0.86,17.2
Visakhapatnam,2017-02-20,39.22,1.27,21.8
Visakhapatnam,2017-02-21,34.28,1.24,14.93
Visakhapatnam,2017-02-22,32.48,1.22,20.24
Visakhapatnam,2017-02-23,36.34,1.28,25.92
Visakhapatnam,2017-02-24,25.74,1.01,18.59
Visakhapatnam,2017-02-25,26.63,1.18,11.52
Visakhapatnam,2017-02-26,26.9,0.68,13.36
Visakhapatnam,2017-02-27,33.52,1.22,10.82
Visakhapatnam,2017-02-28,32.02,1.17,10.37
Visakhapatnam,2017-03-01,50.97,1.41,25.77
Visakhapatnam,2017-03-02,47.3,0.83,14.73
Visakhapatnam,2017-03-03,56.43,1.38,15.05
Visakhapatnam,2017-03-04,40.5,1.16,10.11
Visakhapatnam,2017-03-05,26.24,0.62,10.14
Visakhapatnam,2017-03-06,22.88,1.01,12.79
Visakhapatnam,2017-03-07,18.35,1.08,8.84
Visakhapatnam,2017-03-08,13.58,0.96,4.49
Visakhapatnam,2017-03-09,21.42,1.05,10.69
Visakhapatnam,2017-03-10,20.68,0.7,9.99
Visakhapatnam,2017-03-11,13.13,0.72,8.13
Visakhapatnam,2017-03-12,15.24,0.45,13.53
Visakhapatnam,2017-03-13,14.84,0.92,7.48
Visakhapatnam,2017-03-14,18.12,1.19,3.49
Visakhapatnam,2017-03-15,23.85,0.83,4.73
Visakhapatnam,2017-03-16,23.69,0.94,10.12
Visakhapatnam,2017-03-17,23.26,0.98,10.05
Visakhapatnam,2017-03-18,23.88,1.02,10.64
Visakhapatnam,2017-03-19,23.09,0.56,12.14
Visakhapatnam,2017-03-20,24.25,1.17,12.52
Visakhapatnam,2017-03-21,22.58,1,5.62
Visakhapatnam,2017-03-22,23.01,1.07,8.49
Visakhapatnam,2017-03-23,24.53,0.72,13.48
Visakhapatnam,2017-03-24,28.39,1.14,21.56
Visakhapatnam,2017-03-25,21.75,0.56,11.56
Visakhapatnam,2017-03-26,,,
Visakhapatnam,2017-03-27,21.47,0.34,8.8
Visakhapatnam,2017-03-28,17.8,1.94,18.5
Visakhapatnam,2017-03-29,15.91,1.11,15.93
Visakhapatnam,2017-03-30,12.79,1.68,15.52
Visakhapatnam,2017-03-31,13.76,1.71,19.38
Visakhapatnam,2017-04-01,15.38,1.55,16.77
Visakhapatnam,2017-04-02,16.13,1.12,14.92
Visakhapatnam,2017-04-03,16.11,1.65,14.5
Visakhapatnam,2017-04-04,15.4,1.58,14.6
Visakhapatnam,2017-04-05,17.95,1.6,14.55
Visakhapatnam,2017-04-06,20.15,1.74,16.06
Visakhapatnam,2017-04-07,18.06,1.7,14.11
Visakhapatnam,2017-04-08,18.38,1.71,15.15
Visakhapatnam,2017-04-09,17.28,0.98,11.21
Visakhapatnam,2017-04-10,12.27,2.62,16.4
Visakhapatnam,2017-04-11,17.27,0.9,8.72
Visakhapatnam,2017-04-12,,0,
Visakhapatnam,2017-04-13,,0,
Visakhapatnam,2017-04-14,,0,
Visakhapatnam,2017-04-15,,0,
Visakhapatnam,2017-04-16,,0,
Visakhapatnam,2017-04-17,,0,
Visakhapatnam,2017-04-18,,0,
Visakhapatnam,2017-04-19,,0,
Visakhapatnam,2017-04-20,,0,
Visakhapatnam,2017-04-21,,0,
Visakhapatnam,2017-04-22,,0,
Visakhapatnam,2017-04-23,,0,
Visakhapatnam,2017-04-24,,0,
Visakhapatnam,2017-04-25,,0,
Visakhapatnam,2017-04-26,,0,
Visakhapatnam,2017-04-27,,0,
Visakhapatnam,2017-04-28,,0,
Visakhapatnam,2017-04-29,,0,
Visakhapatnam,2017-04-30,,0,
Visakhapatnam,2017-05-01,,0,
Visakhapatnam,2017-05-02,,0,
Visakhapatnam,2017-05-03,,0,
Visakhapatnam,2017-05-04,,0,
Visakhapatnam,2017-05-05,,0,
Visakhapatnam,2017-05-06,,0,
Visakhapatnam,2017-05-07,,0,
Visakhapatnam,2017-05-08,,0,
Visakhapatnam,2017-05-09,,0,
Visakhapatnam,2017-05-10,,0,
Visakhapatnam,2017-05-11,,0,
Visakhapatnam,2017-05-12,,0,
Visakhapatnam,2017-05-13,,0,
Visakhapatnam,2017-05-14,,0,
Visakhapatnam,2017-05-15,,0,
Visakhapatnam,2017-05-16,,0,
Visakhapatnam,2017-05-17,,0,
Visakhapatnam,2017-05-18,,0,
Visakhapatnam,2017-05-19,,0,
Visakhapatnam,2017-05-20,,0,
Visakhapatnam,2017-05-21,,0,
Visakhapatnam,2017-05-22,,0,
Visakhapatnam,2017-05-23,,0,
Visakhapatnam,2017-05-24,,0,
Visakhapatnam,2017-05-25,,0,
Visakhapatnam,2017-05-26,,0,
Visakhapatnam,2017-05-27,,0,
Visakhapatnam,2017-05-28,,0,
Visakhapatnam,2017-05-29,,0,
Visakhapatnam,2017-05-30,,0,
Visakhapatnam,2017-05-31,,0,
Visakhapatnam,2017-06-01,,0,
Visakhapatnam,2017-06-02,,0,
Visakhapatnam,2017-06-03,,0,
Visakhapatnam,2017-06-04,,0,
Visakhapatnam,2017-06-05,,0,
Visakhapatnam,2017-06-06,,0,
Visakhapatnam,2017-06-07,,0,
Visakhapatnam,2017-06-08,,0,
Visakhapatnam,2017-06-09,,0,
Visakhapatnam,2017-06-10,,0,
Visakhapatnam,2017-06-11,,0,
Visakhapatnam,2017-06-12,,0,
Visakhapatnam,2017-06-13,,0,
Visakhapatnam,2017-06-14,,0,
Visakhapatnam,2017-06-15,,0,
Visakhapatnam,2017-06-16,,0,
Visakhapatnam,2017-06-17,,0,
Visakhapatnam,2017-06-18,,0,
Visakhapatnam,2017-06-19,,0,
Visakhapatnam,2017-06-20,,0,
Visakhapatnam,2017-06-21,,0,
Visakhapatnam,2017-06-22,,0,
