City,Date,NO2,CO,SO2
Hyderabad,2015-10-14,6.46,1.06,6.89
Hyderabad,2015-10-15,3.91,1.31,9.92
Hyderabad,2015-10-16,1.87,0.87,7.59
Hyderabad,2015-10-17,1.17,0.78,5.37
Hyderabad,2015-10-18,0.95,0.61,5.61
Hyderabad,2015-10-19,1.05,0.95,6.73
Hyderabad,2015-10-20,2.84,1.05,7.99
Hyderabad,2015-10-21,3.3,1.25,7.79
Hyderabad,2015-10-22,1.94,0.62,3.9
Hyderabad,2015-10-23,1.33,0.41,4.64
Hyderabad,2015-10-24,0.85,1.05,6.64
Hyderabad,2015-10-25,0.74,0.86,5.43
Hyderabad,2015-10-26,0.74,0.84,7.46
Hyderabad,2015-10-27,0.73,1.34,5.66
Hyderabad,2015-10-28,0.67,1.28,5.4
Hyderabad,2015-10-29,0.64,1.08,6
Hyderabad,2015-10-30,0.62,1.09,4.77
Hyderabad,2015-10-31,0.65,0.94,8.98
Hyderabad,2015-11-01,0.71,1.02,6.96
Hyderabad,2015-11-02,0.71,1.15,7.07
Hyderabad,2015-11-03,1.18,0.96,10.7
Hyderabad,2015-11-04,1.72,0.99,13.4
Hyderabad,2015-11-05,4.47,0.96,8.04
Hyderabad,2015-11-06,14.73,1.53,10.99
Hyderabad,2015-11-07,14.84,0.93,11.36
Hyderabad,2015-11-08,10.48,1.24,8.8
Hyderabad,2015-11-09,15.98,0.59,8.37
Hyderabad,2015-11-10,18.54,0.55,11.9
Hyderabad,2015-11-11,17,0.78,13.68
Hyderabad,2015-11-12,19.56,0.61,12.92
Hyderabad,2015-11-13,15.59,0.61,13.17
Hyderabad,2015-11-14,15.61,1.19,13.89
Hyderabad,2015-11-15,16.18,1.2,11.67
Hyderabad,2015-11-16,10.53,1.06,12.49
Hyderabad,2015-11-17,6.38,0.81,9.57
Hyderabad,2015-11-18,6.58,0.84,9.58
Hyderabad,2015-11-19,5.1,0.89,9.16
Hyderabad,2015-11-20,6.96,0.94,8.51
Hyderabad,2015-11-21,9.18,0.93,8.8
Hyderabad,2015-11-22,7.21,1.25,9.36
Hyderabad,2015-11-23,7.92,0.76,6.44
Hyderabad,2015-11-24,10.51,0.92,9.44
Hyderabad,2015-11-25,15.65,1.1,8.3
Hyderabad,2015-11-26,21,1.4,11.16
Hyderabad,2015-11-27,16.36,1.1,9.12
Hyderabad,2015-11-28,11.75,1.01,9.53
Hyderabad,2015-11-29,9.39,0.97,8.22
Hyderabad,2015-11-30,8.74,0.92,8.03
Hyderabad,2015-12-01,10.07,0.93,9.1
Hyderabad,2015-12-02,10.13,0.87,7.72
Hyderabad,2015-12-03,17.38,0.85,7.09
Hyderabad,2015-12-04,19.75,1.28,9.04
Hyderabad,2015-12-05,16.02,1.04,9.25
Hyderabad,2015-12-06,24.24,1.11,7.86
Hyderabad,2015-12-07,22.09,1.17,8.71
Hyderabad,2015-12-08,17.02,1.14,10.42
Hyderabad,2015-12-09,16.7,1.12,7.05
Hyderabad,2015-12-10,16.6,1.11,7.85
Hyderabad,2015-12-11,12.14,0.91,8.54
Hyderabad,2015-12-12,13.9,1.18,7.02
Hyderabad,2015-12-13,9.76,0.86,8.74
Hyderabad,2015-12-14,10.89,0.81,8.78
Hyderabad,2015-12-15,14.83,0.89,8.37
Hyderabad,2015-12-16,12.81,0.85,7.29
Hyderabad,2015-12-17,12.47,0.8,9.02
Hyderabad,2015-12-18,12.44,0.94,8.45
Hyderabad,2015-12-19,13.32,1.03,7.17
Hyderabad,2015-12-20,8.87,0.88,7.81
Hyderabad,2015-12-21,11.64,0.6,9.7
Hyderabad,2015-12-22,13.39,0.92,7.79
Hyderabad,2015-12-23,12.88,0.8,6.71
Hyderabad,2015-12-24,11.42,0.99,8.48
Hyderabad,2015-12-25,8.91,0.91,11.36
Hyderabad,2015-12-26,12.23,1.26,14.13
Hyderabad,2015-12-27,14.89,1.26,17.09
Hyderabad,2015-12-28,21.23,1.57,9.83
Hyderabad,2015-12-29,27.59,1.52,12.64
Hyderabad,2015-12-30,29.6,1.71,13.79
Hyderabad,2015-12-31,25.5,1.73,14.74
Hyderabad,2016-01-01,17.35,1.45,8.56
Hyderabad,2016-01-02,16.6,1.15,8.39
Hyderabad,2016-01-03,15.35,1.23,7.77
Hyderabad,2016-01-04,15.94,1.27,9.82
Hyderabad,2016-01-05,16.65,1.21,8.87
Hyderabad,2016-01-06,19.71,1.33,8.84
Hyderabad,2016-01-07,13.35,0.93,7.82
Hyderabad,2016-01-08,18.17,1.14,7.82
Hyderabad,2016-01-09,20.69,1.26,8.82
Hyderabad,2016-01-10,19.99,1.17,8.85
Hyderabad,2016-01-11,19.87,1.21,8.01
Hyderabad,2016-01-12,22.42,1.39,7.62
Hyderabad,2016-01-13,21.93,1.22,10.39
Hyderabad,2016-01-14,13.38,0.91,7.1
Hyderabad,2016-01-15,7.15,0.73,7.28
Hyderabad,2016-01-16,9.91,0.93,7.02
Hyderabad,2016-01-17,8.61,1.05,8.47
Hyderabad,2016-01-18,9.64,0.78,6.51
Hyderabad,2016-01-19,9.39,0.74,7.33
Hyderabad,2016-01-20,12.5,1.02,8.71
Hyderabad,2016-01-21,10.2,0.78,10.16
Hyderabad,2016-01-22,10,0.92,13.55
Hyderabad,2016-01-23,13.23,0.99,8.42
Hyderabad,2016-01-24,10.36,0.89,7.65
Hyderabad,2016-01-25,6.65,1.25,9.03
Hyderabad,2016-01-26,2.7,0.98,10.08
Hyderabad,2016-01-27,2.75,0.81,9.41
Hyderabad,2016-01-28,2.59,1.24,12.97
Hyderabad,2016-01-29,3.01,1.76,13.37
Hyderabad,2016-01-30,2.88,1.94,12.42
Hyderabad,2016-01-31,2.87,1.32,12.31
Hyderabad,2016-02-01,2.76,1.43,11.66
Hyderabad,2016-02-02,2.9,0.86,11.32
Hyderabad,2016-02-03,3.04,1.73,12.69
Hyderabad,2016-02-04,8.26,1.25,12
Hyderabad,2016-02-05,13.49,0.98,9.9
Hyderabad,2016-02-06,10.58,1.12,6.51
Hyderabad,2016-02-07,8.97,0.92,3.82
Hyderabad,2016-02-08,10.01,0.86,3.99
Hyderabad,2016-02-09,11.19,1.02,4.32
Hyderabad,2016-02-10,12.15,0.92,4.73
Hyderabad,2016-02-11,10.13,0.92,6.21
Hyderabad,2016-02-12,10.43,0.68,4.48
Hyderabad,2016-02-13,10.25,0.89,4.77
Hyderabad,2016-02-14,7.93,0.94,5.61
Hyderabad,2016-02-15,9.52,0.67,5.45
Hyderabad,2016-02-16,9.96,1.1,5.59
Hyderabad,2016-02-17,12.95,0.93,5.36
Hyderabad,2016-02-18,11.18,0.99,5.38
Hyderabad,2016-02-19,12.82,1.06,4.95
Hyderabad,2016-02-20,17.14,1.22,6.56
Hyderabad,2016-02-21,19.14,1.57,8.75
Hyderabad,2016-02-22,16.83,1.17,9.43
Hyderabad,2016-02-23,10.53,0.82,7.15
Hyderabad,2016-02-24,9.25,0.79,7.02
Hyderabad,2016-02-25,10.41,0.9,5.88
Hyderabad,2016-02-26,7.94,0.89,6.79
Hyderabad,2016-02-27,8.1,0.87,6.07
Hyderabad,2016-02-28,9.6,0.79,5.97
Hyderabad,2016-02-29,9.41,0.92,5.34
Hyderabad,2016-03-01,8.86,0.88,5.35
Hyderabad,2016-03-02,10.22,1.08,5.22
Hyderabad,2016-03-03,12.11,1,7.78
Hyderabad,2016-03-04,12.41,1.08,5.8
Hyderabad,2016-03-05,12.36,1.1,6.89
Hyderabad,2016-03-06,10.03,0.87,5.59
Hyderabad,2016-03-07,8.1,0.77,5.48
Hyderabad,2016-03-08,9.64,0.75,5.85
Hyderabad,2016-03-09,13.18,1.33,9.26
Hyderabad,2016-03-10,15.99,1.14,5.09
Hyderabad,2016-03-11,16.48,1.11,6.07
Hyderabad,2016-03-12,13.84,0.96,6.19
Hyderabad,2016-03-13,8.84,0.82,6.35
Hyderabad,2016-03-14,8.98,0.86,6.13
Hyderabad,2016-03-15,8.51,0.85,4.96
Hyderabad,2016-03-16,13.73,0.83,5.05
Hyderabad,2016-03-17,13.46,1.05,5.53
Hyderabad,2016-03-18,,0.83,5.46
Hyderabad,2016-03-19,2.57,1.01,4.48
Hyderabad,2016-03-20,2.69,1.37,6.6
Hyderabad,2016-03-21,3,1.66,9.28
Hyderabad,2016-03-22,3.09,1.53,12.25
Hyderabad,2016-03-23,14.08,1.68,10.62
Hyderabad,2016-03-24,10.41,0.85,5.67
Hyderabad,2016-03-25,11.53,1.01,6.29
Hyderabad,2016-03-26,11.4,0.91,4.08
Hyderabad,2016-03-27,9.86,1,3.7
Hyderabad,2016-03-28,9.19,1.18,4.33
Hyderabad,2016-03-29,11.1,1.12,3.25
Hyderabad,2016-03-30,11.15,1.13,3.89
Hyderabad,2016-03-31,10.39,0.66,4.58
Hyderabad,2016-04-01,11.52,0.9,6.58
Hyderabad,2016-04-02,,1.03,5.81
Hyderabad,2016-04-03,24.28,0.84,4.33
Hyderabad,2016-04-04,24.81,1.21,4.43
Hyderabad,2016-04-05,34.56,0.86,5.58
Hyderabad,2016-04-06,33.59,1.5,4.5
Hyderabad,2016-04-07,31.94,0.96,5.25
Hyderabad,2016-04-08,35.11,0.8,4.88
Hyderabad,2016-04-09,32.42,0.87,4.28
Hyderabad,2016-04-10,34.6,0.82,6.37
Hyderabad,2016-04-11,34.5,1.24,3.38
Hyderabad,2016-04-12,34.56,1.61,10.06
Hyderabad,2016-04-13,31.16,1.24,6.89
Hyderabad,2016-04-14,37,1.2,10.04
Hyderabad,2016-04-15,23.02,0.83,4.06
Hyderabad,2016-04-16,21.28,1.05,3.85
Hyderabad,2016-04-17,20.25,0.97,5.27
Hyderabad,2016-04-18,28.92,1.2,4.67
Hyderabad,2016-04-19,27.73,1.1,7.1
Hyderabad,2016-04-20,33.13,1.02,7.21
Hyderabad,2016-04-21,33.5,1.3,5.98
Hyderabad,2016-04-22,41,1.06,6.03
Hyderabad,2016-04-23,21.79,0.6,8.13
Hyderabad,2016-04-24,,,
Hyderabad,2016-04-25,59.18,0.09,30.2
Hyderabad,2016-04-26,44.83,0.17,9.29
Hyderabad,2016-04-27,34.44,0.9,7.58
Hyderabad,2016-04-28,34.53,0.51,8.18
Hyderabad,2016-04-29,32.79,0.48,6.71
Hyderabad,2016-04-30,31.35,0.47,7.87
Hyderabad,2016-05-01,31.1,0.49,6.57
Hyderabad,2016-05-02,26.57,0.43,6.13
Hyderabad,2016-05-03,35.95,0.71,3.05
Hyderabad,2016-05-04,20.72,0.38,5.1
Hyderabad,2016-05-05,29.21,0.39,10.13
Hyderabad,2016-05-06,44.45,0.7,1.15
Hyderabad,2016-05-07,59.85,1.08,2.75
Hyderabad,2016-05-08,35.16,1.65,6.65
Hyderabad,2016-05-09,33.2,1.27,5.84
Hyderabad,2016-05-10,44.42,1.27,8.4
Hyderabad,2016-05-11,51.24,1.42,7.73
Hyderabad,2016-05-12,46.69,1.66,15.51
Hyderabad,2016-05-13,38.21,0.94,5.84
Hyderabad,2016-05-14,35.88,0.9,5.23
Hyderabad,2016-05-15,25,0.82,5.39
Hyderabad,2016-05-16,29.68,0.79,4.71
Hyderabad,2016-05-17,28.72,0.69,9.34
Hyderabad,2016-05-18,28.29,0.84,7.27
Hyderabad,2016-05-19,26.2,0.65,6.7
Hyderabad,2016-05-20,19.21,0.6,3.26
Hyderabad,2016-05-21,16.81,0.48,5.56
Hyderabad,2016-05-22,22.97,0.67,5.71
Hyderabad,2016-05-23,22.26,0.58,5.2
Hyderabad,2016-05-24,24.79,0.63,5.62
Hyderabad,2016-05-25,23.86,0.59,5.85
Hyderabad,2016-05-26,22.65,0.52,4.88
Hyderabad,2016-05-27,19.09,0.51,5.22
Hyderabad,2016-05-28,20.32,0.53,6
Hyderabad,2016-05-29,21.04,0.57,5.33
Hyderabad,2016-05-30,13.95,2.59,6.24
Hyderabad,2016-05-31,18,0.93,6.49
Hyderabad,2016-06-01,22.05,0.94,6.65
Hyderabad,2016-06-02,17.85,0.48,1.6
Hyderabad,2016-06-03,22.33,0.89,6.54
Hyderabad,2016-06-04,12.83,0.73,6.47
Hyderabad,2016-06-05,13.02,0.79,6.06
Hyderabad,2016-06-06,14.63,0.8,5.99
Hyderabad,2016-06-07,25.02,1.5,6.62
Hyderabad,2016-06-08,15.98,1.23,6.29
Hyderabad,2016-06-09,13.95,0.79,1.54
Hyderabad,2016-06-10,10.86,0.71,5.73
Hyderabad,2016-06-11,11.1,1.29,1.97
Hyderabad,2016-06-12,12.64,0.69,7.39
Hyderabad,2016-06-13,10.21,0.65,8.16
Hyderabad,2016-06-14,9.75,0.67,7.66
Hyderabad,2016-06-15,10.54,0.68,7.39
Hyderabad,2016-06-16,10.7,1.07,6.68
Hyderabad,2016-06-17,8.3,0.59,8.95
Hyderabad,2016-06-18,15.23,0.4,1.08
Hyderabad,2016-06-19,12.21,0.77,6.3
Hyderabad,2016-06-20,10.64,1.16,6.14
Hyderabad,2016-06-21,15.16,0.99,6.66
Hyderabad,2016-06-22,11.26,1.18,6.34
Hyderabad,2016-06-23,10.11,0.7,6.21
Hyderabad,2016-06-24,10.22,0.66,6.61
Hyderabad,2016-06-25,9.74,0.64,6.78
Hyderabad,2016-06-26,9.42,0.68,6
Hyderabad,2016-06-27,9.17,1.02,6.47
Hyderabad,2016-06-28,10.91,0.7,6.19
Hyderabad,2016-06-29,11.42,0.66,6.17
Hyderabad,2016-06-30,8.87,0.63,6.61
Hyderabad,2016-07-01,11.55,0.7,7.04
Hyderabad,2016-07-02,8.84,0.66,6.99
Hyderabad,2016-07-03,8.37,0.72,6.21
Hyderabad,2016-07-04,7.2,1.03,9.05
Hyderabad,2016-07-05,7.53,1.05,7.03
Hyderabad,2016-07-06,10.55,0.32,13.13
Hyderabad,2016-07-07,9.64,0.66,8.62
Hyderabad,2016-07-08,8.32,0.63,9.08
Hyderabad,2016-07-09,8.77,0.66,6.66
Hyderabad,2016-07-10,8.55,0.66,6.71
Hyderabad,2016-07-11,6.94,1.03,7.03
Hyderabad,2016-07-12,7.81,1.06,6.27
Hyderabad,2016-07-13,8.48,1.07,5.9
Hyderabad,2016-07-14,10.87,0.7,6.29
Hyderabad,2016-07-15,12.83,0.71,6.95
Hyderabad,2016-07-16,14.16,1.12,5.93
Hyderabad,2016-07-17,18.06,0.87,6.43
Hyderabad,2016-07-18,17.92,0.64,10.13
Hyderabad,2016-07-19,14.39,0.43,2.12
Hyderabad,2016-07-20,8.3,1.02,5.83
Hyderabad,2016-07-21,8.78,1.1,1.74
Hyderabad,2016-07-22,9.3,1.09,6.03
Hyderabad,2016-07-23,7.29,1.2,8.89
Hyderabad,2016-07-24,7.94,1.32,8.28
Hyderabad,2016-07-25,10.61,1.32,6.76
Hyderabad,2016-07-26,11.71,1.46,5.95
Hyderabad,2016-07-27,15.72,0.7,1.15
Hyderabad,2016-07-28,15.87,8.83,6.15
Hyderabad,2016-07-29,12.04,8.34,5.98
Hyderabad,2016-07-30,10.55,7.72,6.37
Hyderabad,2016-07-31,8.5,6.46,6.25
Hyderabad,2016-08-01,8.01,6.08,6.15
Hyderabad,2016-08-02,7.35,7.25,6.7
Hyderabad,2016-08-03,7.3,5.32,5.05
Hyderabad,2016-08-04,7.9,1.07,5.87
Hyderabad,2016-08-05,7.43,1.19,8.76
Hyderabad,2016-08-06,8.52,0.75,7.02
Hyderabad,2016-08-07,7.69,0.66,6.04
Hyderabad,2016-08-08,9.49,1.09,5.95
Hyderabad,2016-08-09,8.99,0.68,6.51
Hyderabad,2016-08-10,8.64,0.45,6.92
Hyderabad,2016-08-11,9.11,0.44,6.2
Hyderabad,2016-08-12,8.03,0.5,10.37
Hyderabad,2016-08-13,,0,
Hyderabad,2016-08-14,,0,
Hyderabad,2016-08-15,,0,
Hyderabad,2016-08-16,,0,
Hyderabad,2016-08-17,,0,
Hyderabad,2016-08-18,,0,
Hyderabad,2016-08-19,,0,
Hyderabad,2016-08-20,,0,
Hyderabad,2016-08-21,,0,
Hyderabad,2016-08-22,,0,
Hyderabad,2016-08-23,,0,
Hyderabad,2016-08-24,,0,
Hyderabad,2016-08-25,,0,
Hyderabad,2016-08-26,,0,
Hyderabad,2016-08-27,,0,
Hyderabad,2016-08-28,,,
Hyderabad,2016-08-29,,0,
Hyderabad,2016-08-30,,0,
Hyderabad,2016-08-31,,0,
Hyderabad,2016-09-01,76.06,0.11,6.94
Hyderabad,2016-09-02,44.71,0.39,7.71
Hyderabad,2016-09-03,57.09,0.45,10.59
Hyderabad,2016-09-04,46.21,0.07,3.71
Hyderabad,2016-09-05,52.18,0.22,4.28
Hyderabad,2016-09-06,74.51,0.27,16.38
Hyderabad,2016-09-07,84.52,0.39,8.3
Hyderabad,2016-09-08,78.74,0.2,12.95
Hyderabad,2016-09-09,74.42,0.21,5.89
Hyderabad,2016-09-10,78.98,0.37,13.91
Hyderabad,2016-09-11,70.69,0.32,4.45
Hyderabad,2016-09-12,59.25,0.28,12.54
Hyderabad,2016-09-13,42.07,0.31,9.58
Hyderabad,2016-09-14,42.44,0.13,12.68
Hyderabad,2016-09-15,46.68,0.15,11.29
Hyderabad,2016-09-16,35,0.27,2.6
Hyderabad,2016-09-17,38.39,0.06,2.52
Hyderabad,2016-09-18,,0,
Hyderabad,2016-09-19,30.4,0.09,2.41
Hyderabad,2016-09-20,31.44,0.25,1.98
Hyderabad,2016-09-21,38.08,0.11,2.83
Hyderabad,2016-09-22,37.98,0.1,4.39
Hyderabad,2016-09-23,43.87,0.09,15.62
Hyderabad,2016-09-24,32.33,0.25,7.6
Hyderabad,2016-09-25,43.64,0.17,4.1
Hyderabad,2016-09-26,49.62,0.24,16.22
Hyderabad,2016-09-27,51.19,0.3,7.71
Hyderabad,2016-09-28,57.36,0.11,9.43
Hyderabad,2016-09-29,53.2,0.17,7.08
Hyderabad,2016-09-30,45.98,0.01,6.55
Hyderabad,2016-10-01,42.12,0.24,8.03
Hyderabad,2016-10-02,41.65,0.11,2.73
Hyderabad,2016-10-03,26.93,0.19,9.91
Hyderabad,2016-10-04,42.12,0.03,6.74
Hyderabad,2016-10-05,35.58,0.07,5.53
Hyderabad,2016-10-06,47.47,0.1,6.85
Hyderabad,2016-10-07,40.95,0.2,6.22
Hyderabad,2016-10-08,39.15,0.08,3.2
Hyderabad,2016-10-09,45.99,0.05,1.55
Hyderabad,2016-10-10,32.55,0.25,4.28
Hyderabad,2016-10-11,,0,
Hyderabad,2016-10-12,45.48,0.43,19.26
Hyderabad,2016-10-13,63.89,0.65,15.29
Hyderabad,2016-10-14,73.13,0.62,22.54
Hyderabad,2016-10-15,61.79,0.59,15.96
Hyderabad,2016-10-16,75.39,0.79,21.55
Hyderabad,2016-10-17,87.44,0.53,23.06
Hyderabad,2016-10-18,92.33,0.59,27.92
Hyderabad,2016-10-19,75.82,0.97,29.86
Hyderabad,2016-10-20,77.75,0.81,34.73
Hyderabad,2016-10-21,71.09,0.51,35.22
Hyderabad,2016-10-22,79.11,0.39,29.12
Hyderabad,2016-10-23,86.29,0.55,37.97
Hyderabad,2016-10-24,66.72,0.3,30.29
Hyderabad,2016-10-25,68.11,0.38,18.9
Hyderabad,2016-10-26,60.83,0.33,32.05
Hyderabad,2016-10-27,50.97,0.33,44.21
Hyderabad,2016-10-28,41.2,0.38,47.38
Hyderabad,2016-10-29,49.76,0.5,46.17
Hyderabad,2016-10-30,25.39,0.33,19.58
Hyderabad,2016-10-31,24.36,0.54,23.55
Hyderabad,2016-11-01,35.18,0.57,47.02
Hyderabad,2016-11-02,22.8,0.35,45.54
Hyderabad,2016-11-03,23.49,0.35,35.06
Hyderabad,2016-11-04,13.74,0.36,31.95
Hyderabad,2016-11-05,31.41,0.26,31.89
Hyderabad,2016-11-06,25.01,0.36,31.29
Hyderabad,2016-11-07,18.35,0.35,40.78
Hyderabad,2016-11-08,36.85,0.47,38.63
Hyderabad,2016-11-09,42.02,0.45,35.56
Hyderabad,2016-11-10,56.07,0.45,46.68
Hyderabad,2016-11-11,52.96,0.92,46.54
Hyderabad,2016-11-12,53.12,0.61,35.55
Hyderabad,2016-11-13,48.17,0.64,28.22
Hyderabad,2016-11-14,45.51,0.74,16.38
Hyderabad,2016-11-15,35.21,0.54,25.31
Hyderabad,2016-11-16,36.72,0.59,51.36
Hyderabad,2016-11-17,38.09,0.49,42.96
Hyderabad,2016-11-18,41.53,0.45,37.9
Hyderabad,2016-11-19,58.71,0.52,44.93
Hyderabad,2016-11-20,63.32,0.57,30.3
Hyderabad,2016-11-21,59.47,0.51,36.43
Hyderabad,2016-11-22,65.82,0.5,31.34
Hyderabad,2016-11-23,51.12,0.52,34.96
Hyderabad,2016-11-24,60.39,0.64,31.07
Hyderabad,2016-11-25,37.87,0.59,41.97
Hyderabad,2016-11-26,8.25,0.55,38.34
Hyderabad,2016-11-27,5.3,0.5,48.96
Hyderabad,2016-11-28,5.31,0.49,42.29
Hyderabad,2016-11-29,27.3,0.3,41.03
Hyderabad,2016-11-30,72,0.43,37.54
Hyderabad,2016-12-01,54.03,0.38,23.1
Hyderabad,2016-12-02,54.28,0.17,35.08
Hyderabad,2016-12-03,38.29,0.28,8.7
Hyderabad,2016-12-04,40.89,0.41,20.04
Hyderabad,2016-12-05,46.01,0.49,38.17
Hyderabad,2016-12-06,43.82,0.46,39.34
Hyderabad,2016-12-07,58.31,0.32,44.6
Hyderabad,2016-12-08,64.12,0.36,36.91
Hyderabad,2016-12-09,60.81,0.29,30.48
Hyderabad,2016-12-10,60.63,0.38,34.5
Hyderabad,2016-12-11,68.61,0.37,45.32
Hyderabad,2016-12-12,58.18,0.45,46.34
Hyderabad,2016-12-13,55.27,0.26,41.86
Hyderabad,2016-12-14,27.18,0.28,7.84
Hyderabad,2016-12-15,49.45,0.25,13.93
Hyderabad,2016-12-16,48.99,0.28,33.63
Hyderabad,2016-12-17,60.92,0.47,34.23
Hyderabad,2016-12-18,62.77,0.33,38.49
Hyderabad,2016-12-19,65.8,0.32,43.85
Hyderabad,2016-12-20,67.81,0.34,49.63
Hyderabad,2016-12-21,73.32,0.42,45.43
Hyderabad,2016-12-22,67.71,0.36,44.42
Hyderabad,2016-12-23,67.78,0.33,37.44
Hyderabad,2016-12-24,70.51,0.43,31.91
Hyderabad,2016-12-25,58.82,0.51,11.31
Hyderabad,2016-12-26,55.26,0.73,19.3
Hyderabad,2016-12-27,69.63,0.74,42.58
Hyderabad,2016-12-28,73.53,0.45,39.57
Hyderabad,2016-12-29,58.31,0.48,10.11
Hyderabad,2016-12-30,49.74,0.37,15.23
Hyderabad,2016-12-31,40.04,0.28,6.27
Hyderabad,2017-01-01,39.37,0.25,6.08
Hyderabad,2017-01-02,52,0.33,20.73
Hyderabad,2017-01-03,58.68,0.31,22.99
Hyderabad,2017-01-04,58.2,0.15,37.31
Hyderabad,2017-01-05,57.6,0,25.88
Hyderabad,2017-01-06,69.76,0,34.18
Hyderabad,2017-01-07,37.49,0,7.83
Hyderabad,2017-01-08,34.38,0,3.21
Hyderabad,2017-01-09,30.24,0,3.56
Hyderabad,2017-01-10,36.21,0,6.6
Hyderabad,2017-01-11,49.71,0,29.68
Hyderabad,2017-01-12,55.94,0,55.61
Hyderabad,2017-01-13,49.01,0,16.8
Hyderabad,2017-01-14,38.15,0,7.78
Hyderabad,2017-01-15,39.02,0,3.77
Hyderabad,2017-01-16,52.77,0,21.93
Hyderabad,2017-01-17,49.49,0,5.32
Hyderabad,2017-01-18,34.26,0,4.16
Hyderabad,2017-01-19,38.78,0,3.76
Hyderabad,2017-01-20,49.29,0,9
Hyderabad,2017-01-21,63.8,0,7.19
Hyderabad,2017-01-22,49.44,0,6.68
Hyderabad,2017-01-23,52.58,0,13.58
Hyderabad,2017-01-24,50.58,0,12.35
Hyderabad,2017-01-25,47.79,0,9.19
Hyderabad,2017-01-26,32.92,0,4.04
Hyderabad,2017-01-27,41.9,0,7.88
Hyderabad,2017-01-28,43.74,0,12.09
Hyderabad,2017-01-29,53.72,0,34.99
Hyderabad,2017-01-30,60.35,0,19.96
Hyderabad,2017-01-31,46.64,0,12.33
Hyderabad,2017-02-01,35.7,0,5.74
Hyderabad,2017-02-02,37.44,0,3.48
Hyderabad,2017-02-03,42.23,0,8.29
Hyderabad,2017-02-04,52.03,0,13.7
Hyderabad,2017-02-05,45.95,0,11.04
Hyderabad,2017-02-06,52.4,0,18.17
Hyderabad,2017-02-07,60.66,0,25.9
Hyderabad,2017-02-08,51.31,0,17.22
Hyderabad,2017-02-09,45.89,0,7.48
Hyderabad,2017-02-10,35.98,0,5.02
Hyderabad,2017-02-11,27.85,0,1.8
Hyderabad,2017-02-12,32.34,0,3.08
Hyderabad,2017-02-13,24.07,0,23.86
Hyderabad,2017-02-14,35.19,0,10.09
Hyderabad,2017-02-15,40.94,0.08,10.89
Hyderabad,2017-02-16,46.28,0.11,23.38
Hyderabad,2017-02-17,46.37,0.28,29.72
Hyderabad,2017-02-18,46.97,0.24,33.86
Hyderabad,2017-02-19,40.25,0.23,27.84
Hyderabad,2017-02-20,35.93,0.25,22.31
Hyderabad,2017-02-21,44.31,0.24,25.23
Hyderabad,2017-02-22,46.93,0.27,20.72
Hyderabad,2017-02-23,48.13,0.28,24.77
Hyderabad,2017-02-24,44.73,0.21,30.71
Hyderabad,2017-02-25,46.49,0.21,40.3
Hyderabad,2017-02-26,44.5,0.22,26.83
Hyderabad,2017-02-27,39.79,0.28,17.65
Hyderabad,2017-02-28,45.33,0.23,27.21
Hyderabad,2017-03-01,38.86,0.24,15.45
Hyderabad,2017-03-02,29.63,0.19,10.31
Hyderabad,2017-03-03,25.79,0.14,7.43
Hyderabad,2017-03-04,25.01,0.16,10.15
Hyderabad,2017-03-05,19.79,0.14,14.85
Hyderabad,2017-03-06,28,0.17,9.61
Hyderabad,2017-03-07,17.76,0.14,12.29
Hyderabad,2017-03-08,28.85,0.13,13.64
Hyderabad,2017-03-09,45.09,0.2,19.6
Hyderabad,2017-03-10,24.09,0.12,9.13
Hyderabad,2017-03-11,33.13,0.11,12.9
Hyderabad,2017-03-12,41.87,0.16,22.58
Hyderabad,2017-03-13,42.87,0.21,25.87
Hyderabad,2017-03-14,37.51,0.16,17.73
Hyderabad,2017-03-15,18.26,0.11,7.85
Hyderabad,2017-03-16,24.38,0.11,7.14
Hyderabad,2017-03-17,45.98,0.16,17.35
Hyderabad,2017-03-18,52.24,0.2,21.64
Hyderabad,2017-03-19,54.07,0.19,24.11
Hyderabad,2017-03-20,43.35,0.19,24
Hyderabad,2017-03-21,50.59,0.17,29.93
Hyderabad,2017-03-22,52,0.17,21.17
Hyderabad,2017-03-23,48.25,0.23,10.61
Hyderabad,2017-03-24,42.79,0.17,11.49
Hyderabad,2017-03-25,41.27,0.19,14.86
Hyderabad,2017-03-26,38.24,0.17,12.7
Hyderabad,2017-03-27,39.4,0.16,13.08
Hyderabad,2017-03-28,38.28,0.16,10.89
Hyderabad,2017-03-29,33.72,0.16,6.55
Hyderabad,2017-03-30,35.07,0.17,8.66
Hyderabad,2017-03-31,35.7,0.15,8.68
Hyderabad,2017-04-01,30.98,0.14,6.09
Hyderabad,2017-04-02,41.35,0.16,8.48
Hyderabad,2017-04-03,34.02,0.15,7.24
Hyderabad,2017-04-04,30.44,0.14,10.83
Hyderabad,2017-04-05,29.71,0.15,7.18
Hyderabad,2017-04-06,36.95,0.16,9.13
Hyderabad,2017-04-07,32.91,0.14,9.66
Hyderabad,2017-04-08,38.38,0.2,16.14
Hyderabad,2017-04-09,49.22,0.29,14.15
Hyderabad,2017-04-10,39.61,0.21,17.04
Hyderabad,2017-04-11,52.07,0.23,30.86
Hyderabad,2017-04-12,70.52,0.3,70.39
Hyderabad,2017-04-13,37.36,0.15,18.52
Hyderabad,2017-04-14,32.52,0.17,16.51
